	icao_code	shortnames
2581	CPO	Corporate Aircraft Company
2582	DFS	Dwyer Aircraft Sales
2583	BVT	Berjaya Air Sdn Bhd
2584	MAD	Maple Air Services
2585	FCS	Flight Line Charter Services CC
2586	TAA	Aerotamatan de C.V.
2587	BFS	Business Flight Sweden
2588	FVA	Cardinal/air Virginia
2589	AKY	Yak-Service
2590	CCQ	Capital City Air Carriers
2591	NFA	North Flying A/s
2592	MIO	Midas Airlines
2593	TGR	Tavia, Joint-Stock Company
2594	ADT	Air Dorval
2595	ADV	Advance Air Charters
2596	QGA	
2597	MTM	Mtm Aviation
2598	AAS	
2599	JPL	
2600	DBB	Deutsche Bahn
2601	TAO	Transportes Aeromar
2602	TDR	Trade Air
2603	TSH	Regional 1 Airlines
2604	WAA	Westair Aviation
2605	PAC	Polar Air Cargo
2606	NZM	Mount Cook
2607	VIH	Vichi
2608	FAP	Parsons Airways Norhtern Ltd.
2609	SWC	South West Air
2610	UJC	Ultimate
2611	SOT	Southeast Correct Craft
2612	NQN	Transportes Aereos Neuquen
2613	FLM	Fly Havayolu Tasimacilik
2614	JMJ	Johnston Airways
2615	AOH	North Coast Aviation
2616	ATF	Compania Aerotecnicas Fotograficas
2617	FDO	France Douanes
2618	TDM	Tandem-Aero Srl
2619	TNR	Tanana Air Services
2620	EQL	Air Sao Tome And Principe
2621	FJA	
2622	NKE	Napkelet
2623	AQL	Aquila Air
2624	LFC	Aero Control Air
2625	GCV	G-1 RT
2626	TJK	Tajikair
2627	BRX	Braathens Regional
2628	BMD	British Medical Charter
2629	VIA	Viasa
2630	AXB	Air India Express
2631	FNY	France Marine Nationale
2632	HLR	Heli Air Services
2633	FSR	Flightstar Corp
2634	DAO	Daallo Airlines
2635	SHB	Shabair
2636	TTF	224th Flight Unit
2637	MSQT	TransPac
2638	SDH	Servicio de Helicopteros, S.l.
2639	WSG	Wasaya
2640	BAS	Aero Services
2641	WZZ	Wizz Air
2642	DLI	
2643	TYM	Tyumen
2644	ASY	Royal Australian Air Force
2645	ANH	Antares Air, Joint-Stock Company
2646	HCA	Lake Havasu Air Service
2647	RMR	Romaero Ltd
2648	TBN	Taban Airlines
2649	EZY	easyJet
2650	IDR	Indicator Company
2651	INT	Intair
2652	AWL	Avia, Y. Petrov's Airline Ltd
2653	RAV	Reed Aviation Limited
2654	AAQ	Asia Atlantic
2655	PNP	Pineapple Air
2656	NOV	Alitalia Team
2657	IRZ	Saha Airlines Services
2658	BMW	BMW Flugdienst, Munchen-Flughafen
2659	KLY	Air Calypso
2660	ANA	All Nippon
2661	SIN	Sinair
2662	AFE	Airfast Service Indonesia PT
2663	WHL	Woodgate Air Services Limited
2664	MDK	Medic Air
2665	ICR	Eagle Aero
2666	GHV	Ground Handling Service de Mexico
2667	AED	Aernord
2668	RFR	Royal Air Force
2669	BEI	Benair
2670	BHT	Bright Air
2671	TED	Teddy Air
2672	TRQ	Turdus
2673	CSY	Shuangyang General Aviation Co.
2674	VLG	Vueling Airlines
2675	PTQ	Port Townsend Airways
2676	NLA	PenAir
2677	MJR	Midamerica Jet
2678	FRJ	Afrijet
2679	OAV	Omni - Aviacao E Tecnologia, Lda
2680	MJC	Majestic Air
2681	AAW	Afriqiyah Airways
2682	AFF	Caf
2683	PDD	Phillips Alaska
2684	EAT	Air Transport, Ltd
2685	SVR	Ural
2686	NJT	Netjets International
2687	DTR	Danish Air Transport
2688	TDC	Tadair
2689	LAD	Lebanon Airport Development Corp.
2690	GWI	
2691	KEN	Kenmore Air Harbor, Inc
2692	MUK	Muk Air Taxi
2693	CND	Corendon Dutch Airlines
2694	NTK	Ocean Wings Commuter Service
2695	CAN	Air Canarias, S. Coop Ltda
2696	WCB	West Africa Airlines
2697	DPL	Dome Petroleum
2698	MLR	Mihin Lanka
2699	ADI	Audeli Air Express
2700	DJT	Dreamjet
2701	CPI	Cebu Pacific Air
2702	WOW	
2703	LAP	Transportes Aereos Del Mercosur
2704	GSM	Flyglobespan
2705	AVA	Avianca
2706	RNA	Royal Nepal Airlines
2707	TCR	Laneas Aereas Trans Costa Rica S.A.
2708	SUB	Suburban Air Freight
2709	GHA	Group Holdings Aviation
2710	PSE	Aeroservicio Sipse de C.V.
2711	SKU	
2712	OIR	Slov Air J.s.c
2713	FTL	Flightline
2714	TXE	Transaero Express
2715	NLY	Niki
2716	HIL	Highland Air
2717	JMP	
2718	GVG	Flygaktiebolaget Gota Vingar
2719	SMU	
2720	REF	Reguljair AB
2721	VIL	Avia
2722	IDE	Independence Air
2723	NTC	Gibson Aviation
2724	GIS	Guinee Air Service
2725	VGE	Air Service Vosges
2726	BYU	Bayu Indonesia Air P.t.
2727	MGC	Magec Aviation Limited
2728	FAH	Farner Air Transport Hungary
2729	TBM	
2730	DAB	Dassault Aviation
2731	MZA	
2732	JKK	Spanair
2733	SXY	
2734	GCN	Gulf Central Airlines
2735	MAZ	Mines Air Services Zambia Limited
2736	OTL	South Airlines
2737	KLV	Key-Avia
2738	NOO	Nor Aviation A/s
2739	MTI	Arturo Rodriguez Martinez
2740	RFA	Raleigh Flying Service
2741	LCG	Lignes Aeriennes Congolaises
2742	AHL	Air Hanson
2743	ULA	UltraAir
2744	FTA	Frontier Flying Service
2745	FAC	First Air Courier
2746	ABW	AirBridgeCargo
2747	SUH	Sukhoi Civil Aviation
2748	NDU	University of North Dakota
2749	SMK	Semeyavia
2750	CXX	Cla Air Transport
2751	BOT	Air Botswana
2752	AVD	Alamo Aviacion S.l.
2753	KEY	Key
2754	SBA	Sky Bahamas
2755	EZS	easyJet Switzerland
2756	ERN	Ernest
2757	UTA	UTair
2758	BMN	Bowman Aviation
2759	STQ	Siberia-Interavia
2760	MSF	Max Sea Food S.A. de C.V.
2761	STG	Sedalia, Marshall, Boonville Stage Line
2762	BGA	Airbus Transport International
2763	VIN	Vinair - Helicopteros, Limitada
2764	BJT	Acm Aviation
2765	FXY	Flexair
2766	WGN	
2767	SDA	Sounds Air
2768	NEF	Nord-Flyg AB
2769	EFR	Elf Air
2770	VAT	Lineas Aereas Chilenas S.A.
2771	MIT	Flight Line
2772	TMA	Trans Mediterranean Airlines
2773	FEM	Flywell Airlines Private
2774	INJ	Interjet
2775	FKS	Focus Air
2776	HBT	Polizeihubschrauberstaffel Thuringen, Erfurt
2777	HFY	
2778	PDI	Paradise Island Airlines
2779	SOI	Southern Aviation Limited
2780	MSW	South-West-Avia
2781	APQ	Aspen Base Operations, Inc D/B/A Aspen Aviation, Inc
2782	CPN	Caspian Airlines
2783	VSP	Viacao Aerea Sao Paulo S.A. (VASP)
2784	MRA	Martinaire
2785	AXQ	Action Airlines
2786	SJY	
2787	FTR	Finist'air
2788	SLL	Slovenske Aerolinie
2789	JNR	Jet Norte de C.V.
2790	AXI	Aeron International
2791	JTM	Jet-Time
2792	LTT	Airsprint
2793	ANT	Air North Charter
2794	KHE	Kanfey-Ha'emek Aviation
2795	BRF	Air Bravo
2796	ARV	Aravco
2797	EFF	Westair Aviation Limited
2798	BZZ	Butane Buzzard Aviation
2799	CGL	Seagle Air
2800	KAT	Kato Air AS
2801	AVR	Active Aero Charter
2802	NCB	North Cariboo Flying Service Ltd.
2803	TOK	
2804	MKY	Monky Aerotaxis
2805	APZ	Hydro-quebec
2806	TPS	Tapsa Aviacion
2807	TIC	Travel International Air Charter
2808	AJA	A J Services Limited
2809	AVX	Aviapaslauga
2810	DEV	Red Devils Parachute Display Team
2811	KEE	Keystone Air Services Ltd.
2812	LEA	Lead Air Jet Service
2813	FLL	Federal Airlines
2814	UCK	State Firefighting Service Of The Eastern Kazakhstan Region
2815	NEC	Necon Air
2816	VVG	Aerovilla Ltda.
2817	RYZ	Ryazan State Air Enterprise
2818	KHK	
2819	KZA	Kazakhstan
2820	GAM	German Army
2821	PMX	Petroleos Mexicanos
2822	DRC	Triton
2823	APW	Arrow Airways
2824	EJA	NetJets Aviation
2825	SIC	Air Sicilia Srl
2826	PXP	Pacific Air Transport, Inc
2827	AXR	Axel Rent
2828	FAB	First Air
2829	HIN	Heli Inter
2830	BNC	Sundance Air
2831	BDF	Bissau Discovery Flying Club
2832	ENJ	Enerjet
2833	PAA	Pan American
2834	RPO	Aeroposta S.A.
2835	BYA	Berry Aviation
2836	SVS	Servicios Aereos Saar de C.V.
2837	WRA	White River Air Services Ltd.
2838	GTX	GTA Air
2839	TSG	Trans-Air-Congo
2840	VSN	Vision
2841	QSR	SR Jet Co
2842	IIL	India International
2843	CLZ	Aerotaxis Calzada de C.V.
2844	KIN	Kinloss Ftu
2845	GNS	Eastern Executive Air Charter
2846	HHO	Houston Helicopters
2847	ANG	Air Niugini
2848	XYZ	Island Air Express
2849	NVD	Avion Express
2850	HGT	
2851	AFK	Africa Air Links
2852	FRE	Aviation Services
2853	CEB	Cebu Pacific Air
2854	RCY	Package Express
2855	AWG	Airtaxi Wings AG
2856	MLL	Aeroclub de Mallorca
2857	NEL	Aero Servicios de Nuevo Laredo de C.V.
2858	RDD	Adygeya
2859	HUA	Humber Aviation Ltd
2860	ACC	Aerocharter Midlands
2861	MGN	Morgan Aviation Services Ltd.
2862	AQZ	Aerodyne Charter Company
2863	FMR	Flamingo Air
2864	CLU	
2865	DWR	Delaware Skyways
2866	SLQ	
2867	XFL	EXECUTIVE FLITEWAYS
2868	GUJ	Gujarat Airways
2869	DWI	Dominican Wings
2870	MCM	Heli-AirMmonaco
2871	PMV	Polizeihubschrauberstaffel Mecklenburg-Vorpommern, Laage
2872	REU	Air Austral
2873	SRP	Bereitschaftpolizei Rheinland-Pfalz, Winningen
2874	REC	Trans Reco
2875	NGS	General Air Services Limited
2876	CCC	European Aviation Services Ltd
2877	IAX	Island Express Air
2878	KNM	Komsomolsk-On-Amur Air Enterprise
2879	VFC	Vietnam Air Services
2880	OUR	Aerotour de C.V.
2881	DNV	Donavia
2882	RTN	Raytheon Aircraft Company
2883	IRI	Navidtec
2884	SRB	Serb Air
2885	UFA	State Flight Academy Of Ukraine
2886	KBV	Kustbevakningen
2887	IJA	International Jet Aviation Services
2888	KLN	Kaliningrad Air Enterprise
2889	HIS	Hispaniola
2890	KRC	New Zealand Air Defence Force
2891	NCN	National Airlines
2892	DXP	Dallas Express
2893	HKB	Hawker Beechcraft
2894	OLY	Olympic Aviation S.A.
2895	RNB	Rosneft-Baltika, Joint-Stock Company
2896	LVN	Aliven
2897	CTZ	Cata S.A.c.i.f.i.
2898	MRE	Namibia Commercial Aviation
2899	BTK	Batik Air
2900	WHT	White
2901	KNG	King Aviation
2902	FET	Old Dominion Freight Line
2903	MHN	Manhattan Air Limited
2904	TXC	Transaviaexport
2905	PND	Pond Air Express
2906	CHV	Air Charter Professionals
2907	LFT	Aerolift Philippines
2908	BNZ	Aerolineas Bonanza de C.V.
2909	TAT	Tat-European
2910	JDC	Deere And Company
2911	EJV	Compania Ejecutiva de C.V.
2912	VRJ	
2913	SLI	Aeroméxico Connect
2914	PMS	Planemaster Services
2915	PTL	Providence Airline
2916	TDX	Wrangler Aviation
2917	ECX	Ecomex Air Cargo
2918	CUO	Enrique Cuahonte Delgado, C.c., Marta Amezcua de Cuahonte
2919	LTA	Trans Atlantis
2920	BRQ	Buraq Air Transport
2921	AVH	Aviser
2922	MXT	Mexico Transportes Aereos de C.V.
2923	SFR	Safair
2924	RMF	Royal Malaysian Air Force
2925	XSL	Southeast Satslab Consortium
2926	NVC	Nav Canada
2927	TBR	Tubelair
2928	PWD	PAWA Dominicana
2929	MAR	March Helicopters Ltd.
2930	NJE	
2931	NGB	Nordic Global
2932	KCR	
2933	QNZ	Jetconnect
2934	SRC	Searca Ltda.
2935	NDM	Nadym
2936	FYL	
2937	EAE	Aeroservicios Ecuatorianos C.a.
2938	NCG	Nederlandse Kustwacht
2939	EOS	Eliossola Srl
2940	VIC	VIP Servicios Aereos Ejecutivos de C.V.
2941	BXS	
2942	UJX	Atlasjet Ukraine
2943	PAE	Paisajes Espanoles
2944	BML	Bismillah Airlines
2945	SGS	Saskatchewan Government Executive Air Service
2946	HLL	Eliliguria
2947	WVA	Hand D Aviation
2948	SMM	Summit
2949	WAW	Wings
2950	TBA	Tibet Airlines
2951	KAN	AK-Kanat
2952	ATI	Aero Tropics Air Services
2953	XAP	Direct Air D/B/A Midway Connection
2954	AGT	Amadeus Global Travel Distribution S.A.
2955	AGG	Algoma
2956	NGV	Angoavia
2957	NWZ	Nationwide Airlines
2958	DIP	Diplomatic Freight Services
2959	AOV	Aero Vision
2960	ISK	Intersky
2961	CFU	Caa Flying Unit
2962	SUS	Sun-Air Of Scandinavia A/S
2963	ABL	Air Busan
2964	HAV	Havilah Air Services
2965	OMA	Oman Air
2966	OSL	Sosoliso Limited
2967	BNV	Benane Aviation
2968	SIR	Salair
2969	JRT	JetRight
2970	OMG	Aeromega Ltd
2971	NOW	Royal Norweigan Air Force
2972	LTU	Lufttransport-Unternehmen
2973	AIA	Avies
2974	BAL	L9
2975	WIS	Pro Aire Cargo and Consulting
2976	FJI	Fiji Airways
2977	ODB	Air Service
2978	STB	Staero Ltd
2979	XPE	
2980	ZAZ	Oficina de Control de Aproximacion
2981	BHU	Business Air
2982	TAV	Compania de Servicios Aereos Tavisa
2983	MLZ	Magadanavialising, Joint-Stock Company
2984	TWC	Taraz Wings
2985	ATJ	Air Traffic
2986	PBN	
2987	CGG	Walmart Aviation
2988	RVP	Air Vip
2989	JAL	Japan Airlines
2990	HLI	Heli Securite Helicopter
2991	SJN	Chartair
2992	FBL	Food Brokers
2993	HHH	Helicsa
2994	UCS	United Carriers Systems
2995	GRY	New York State Police
2996	NCR	National Cargo
2997	NWD	New World Jet Corp.
2998	PON	Portuguese Navy
2999	TXR	Taxirey de C.V.
3000	SBE	World Class Aviation
3001	ASD	Air Sinai
3002	ARL	Airlec
3003	LEB	Lebap
3004	MCR	Monacair-Agusta
3005	SDM	Rossiya Airlines
3006	BTI	Air Baltic
3007	CAY	Cayman Airways
3008	HCH	Hellis Avia Charter
3009	RCO	Aero Renta de Coahuila de C.V.
3010	TNA	Tanavco Airways
3011	HAG	Hageland Aviation Services
3012	SIV	Slovenian Armed Forces
3013	SOP	Solinair Ltd
3014	ILF	Ilyushin, S.u., Aviation Complex, Joint-Stock Company
3015	INF	Inflite Charters
3016	CRK	Hong Kong Airlines
3017	JJW	Sternair D/B/A Jetway
3018	ATD	Aerotours Dominicana, C. Por A.
3019	LXG	luxaviation
3020	CHP	Consorcio Aviaxsa de C.V.
3021	UTR	Aerotrans
3022	OVA	Aero Nova
3023	EAP	Aero-Pyrenees
3024	TAS	Lotus Airline
3025	FRD	Ford Motor Company
3026	AJI	Ameristar Jet Charter
3027	PAG	Perimeter Aviation
3028	MVR	Maverick
3029	XSR	Executive AirShare
3030	RIT	Asian Spirit
3031	PTN	Pantanal Linhas Aereas Sul-Matogrossenses S.A.
3032	BSW	Blue Sky
3033	SAR	Servicios Aereos de Pilotos Ejecutivos
3034	OBI	Amedair Nig. Ltd
3035	UAF	United Arab Emirates Air Force
3036	XOJ	
3037	KAI	Kaiser Air
3038	CSN	
3039	VSC	Aerovias Especiales de Carga Ltda.
3040	AWM	Asian Wings Airways
3041	IEJ	Inflite Limited
3042	MTC	Minerva
3043	VIR	Virgin Atlantic
3044	TBI	Tab Express
3045	RAJ	Raji
3046	DMO	Domodedovo
3047	VEA	Vega
3048	DSM	
3049	ASU	Compania Aerea Del Sur S.A.
3050	SUP	
3051	EPS	Epps Air Service
3052	UTY	
3053	PTB	Passaredo Transportes Aereos
3054	KLA	Air Lietuva
3055	FGC	Departamento de Agricultura de La Generalitat de Cataluna
3056	VKA	Intercom Ltd
3057	GST	
3058	STC	Stadium City Limited
3059	KKB	Air South
3060	COD	Concordavia
3061	TKR	Canadian Interagency Forest Fire Centre
3062	JEX	Jal Express
3063	SEN	Senair Charter Ltd
3064	KII	Kalitta Charters II
3065	CXJ	Xinjiang Airlines
3066	GJB	Trans-Air-Link
3067	NKV	Nikolaev Universal Avia
3068	PXH	Pacific Express Holdings Ltd
3069	IWY	interCaribbean Airways
3070	TUB	
3071	TGT	Ab Nyge Aero
3072	TKO	Tretyakovo Air Transport Company
3073	LNI	Lion Air
3074	CME	Prince Edward Air
3075	ORB	JSC Orenair
3076	DHL	Astar Air Cargo
3077	AIW	Atlantic Island Airways
3078	KDZ	Avior Technologies Operations D/B/A Flightworks
3079	MKU	Island Air
3080	EBS	Eli-Fly Spa
3081	RPH	Republic Express
3082	CHK	Flying Boat D/B/A Chalks International Airlines
3083	FLX	Flight Express
3084	VLX	Biz Jet Charter
3085	ENK	Executive Airlink
3086	DHX	Dhl International E.c.
3087	KMS	Silk Road Airline
3088	WSS	Vilga-Aviaservice
3089	FEG	FlyEgpyt
3090	AKZ	Aerokuznetsk, Joint Stock Company
3091	PTX	Aereo Postal de Mexico de C.V.
3092	SEV	Airvita
3093	SLT	Salert Air Charters And Relief Services
3094	MSV	Aero-Kamov, Affiliated Company
3095	CHS	Challenge Aviation
3096	AHD	Czech Air Handling
3097	TNZ	Rex Aviation
3098	NOF	Fonnafly A/s
3099	NLE	Boston-Maine Airways
3100	STP	STP Airways
3101	NGA	WAAC
3102	ULS	Carroll Air Service
3103	FUP	Fuchs Und Partner GMBH & Co. Kg, Augsburg
3104	HTI	Haiti International Air S.A.
3105	SLP	Salpa
3106	EMB	Empresa Brasileira de Aeronautica, S/a
3107	IAW	Iraqi Airways
3108	EBC	Aero Ejecutivo de Baja California de C.V.
3109	HMD	Charlie Hammonds Flying Service
3110	GAF	German Air Force
3111	ADO	Hokkaido International Airlines
3112	SRS	
3113	ASJ	AstonJet
3114	TNP	Transalp
3115	CQN	Chongqing
3116	WDG	Ministry Of Agriculture Fisheries And Food
3117	DBJ	Duchess Of Brittany
3118	AGF	Atlantic Gulf Airlines
3119	DHM	Archer Aviation
3120	FBA	Fly Baghdad
3121	SIO	Sirio
3122	MNG	Magnitogorsk Air Enterprise
3123	FOF	Fred Olsen Flyselskap
3124	APM	Airpac
3125	CKT	Caledonian Airways
3126	SAL	Caspair
3127	AHI	Servicios Aereos de Chihuahua Aerochisa de C.V.
3128	MDG	Air Madagascar, Societe Nationale Malgache de Transports Aeriens
3129	DIR	Dirgantara Air Service PT
3130	HAJ	Hajvairy
3131	HCB	Helenair
3132	EST	Flugfelag Austurlands
3133	FEW	Far Eastern Cargo Airlines
3134	NIA	Nile Air
3135	PSR	Express
3136	WWI	Worldwide Jet Charter
3137	LIB	Air Liberte
3138	CTB	City Bird
3139	APU	Aeropuma
3140	EXV	Expo Aviation
3141	OXE	Oxaero
3142	CNH	Aquila Air
3143	NAX	Norwegian Air Shuttle
3144	ELB	Ellinair
3145	GAW	Gambia Airways
3146	VDA	Volga-dnepr
3147	AXP	Air Express A.s.
3148	COT	Cottesmore Ftu
3149	OCN	Oceanair - Transportes Aereos Regionals
3150	CAR	Inter Rca
3151	UTS	State Air Traffic Service Enterprise
3152	TMY	Transportes Aereos Del Mundo Maya de C.V.
3153	AEZ	Aerial Transit Company
3154	CLH	Lufthansa Cityline
3155	CMV	Centre de Maintenance Et de Vol
3156	NOY	Noy Aviation
3157	CSJ	Castle Aviation
3158	FOL	Forest Airline South Africa
3159	AAX	Afric'air Express
3160	MBO	Mobil Oil Ltd.
3161	AIJ	
3162	GVB	An-2
3163	RMT	Ram Aircraft Corpration
3164	FIN	Finnair
3165	ERJ	Eurojet Italia
3166	LUP	Lupenga Air Charters
3167	SRN	Servicios Aeronauticos de C.V.
3168	SZX	Zambian Express
3169	DBC	Gemini Air
3170	FSD	Efs-Flugservice
3171	DQA	Maldivian
3172	LVI	Aerolineas Salvi de C.V.
3173	SEU	Star Europe
3174	MLS	Mall Airways
3175	DFX	Dylan Flight Service S.A.
3176	MTH	Massachusetts Institute Of Technology
3177	APR	Societe Nouvelle D'exploitation Air Provence
3178	NIT	Midwest Aviation Corp.
3179	AJS	Aeroejecutivos, Aeroservicios Ejecutivos
3180	MTV	Mountain Valley Air Service
3181	LAF	Latvian Air Force
3182	URY	Century Aviation de C.V.
3183	NWA	Northwest Airlines
3184	ESR	Eastarjet
3185	SCL	Shell Canada
3186	PHU	Pannon Air Service
3187	KMK	
3188	SHU	Aurora
3189	ENT	Enter Air
3190	PGJ	Paragon Jets
3191	SNK	Sun Jet
3192	SFH	North American Jet Charter Group
3193	FTD	AB Jets
3194	FTS	African Transair
3195	ULB	Ulba
3196	MEG	Megamicro
3197	SDV	Servicios Aereos Del Vaupes Ltda.
3198	ASH	Mesa
3199	BOU	Bouraq Indonesia Airlines PT
3200	TPE	TAP
3201	BOR	Merpati Intan
3202	AHM	Garrison Aviation Ltd.
3203	VIO	Avionic Ltd
3204	SKC	Skymaster
3205	KYA	Yana Air Cargo
3206	BCR	British Charter
3207	MCG	Sos Helikoptern Gotland AB
3208	JCS	Jetclub Limited
3209	DRU	ALROSA
3210	ATQ	Air Transport Schiphol
3211	TIF	Tiffany Air Transport
3212	BAI	Barair
3213	SDU	Dumont
3214	SWQ	Swift Air
3215	XNA	Express Net
3216	THU	Thunder
3217	LMI	LaMia
3218	FNF	Finnish Air Force, Head Quarters
3219	CDE	Comed Aviation
3220	RGL	Regional Air Lines
3221	TIX	Triax
3222	HAB	AirSprint
3223	ECE	Air City
3224	SPU	Southeast Airmotive Corp.
3225	OGI	Aerogisa de C.V.
3226	ALB	Aero Albatros
3227	NCL	Aca-Ancargo Air Sociedade de Transporte de Carga Lda
3228	LDI	Lauda Air Italy
3229	MWK	
3230	ETE	Aero Siete de C.V.
3231	SDT	Terrain Sdp
3232	MLV	Air Moldova International
3233	HTC	Haiti Trans Air S.A.
3234	EDV	Endeavor Air
3235	LTE	LTE International Airways
3236	ICB	Icebird Airline Ltd (Islandsflug HF)
3237	LYN	Lynton
3238	SCB	Sky Cabs
3239	UKA	Air UK
3240	AGX	Aviogenex
3241	LOD	Malmoe Air Taxi AB
3242	RCJ	Raytheon Corporate Jets
3243	TSK	Tomsk State Aviation Enterprise
3244	CSZ	Shenzhen Airlines
3245	LAH	L A Helicopter
3246	FFA	Ffa Air-Travel
3247	SAY	Suckling
3248	NUR	Avia-Nur
3249	EAL	Eastern
3250	CDP	Aerocondor S.A.
3251	AOT	Deutsche Forschungs-und Versuchsanstalt Fur Luft-und Raumfahrt E.V., Koln
3252	VAP	Phuket Airlines
3253	DAN	Maersk Air I/s
3254	OAD	Orscom Tourist Installations Company
3255	TSU	Contract Air Cargo
3256	WCG	West Coast Airlines
3257	ISC	Island Air Charters
3258	NTN	National Airways
3259	OGJ	Bakoji Airlines Services
3260	ECK	East Coast Airlines
3261	EXZ	Fly-SAX
3262	YRG	Air Yugoslavia
3263	WEW	West Wind Aviation
3264	MDS	Mcneely Charter Service
3265	LAJ	British Mediterranean Airways
3266	UGL	Inter-Island Air
3267	VPC	
3268	MEC	Mercury Aircourier Service
3269	FAY	Fayban Air Services
3270	STA	Star Aviation
3271	JBS	Jet Business Sa, Compagnie D'aviation D'affaires
3272	JCB	J C Bamford
3273	CVR	Chevron
3274	IDF	Iron Dragon-Fly
3275	GBL	GB Airways
3276	OFF	Challenge Airlines
3277	DEX	Interflight
3278	MJM	Eti 2000
3279	LLR	Alliance Air
3280	LLM	Yamal Airlines
3281	ESY	Executive Aviation Services Limited
3282	FBD	Statens Trafikkflygerskole
3283	NRV	North Vancouver Airlines Ltd
3284	INC	Insel Air
3285	THD	
3286	QCC	Qwest Commuter
3287	FDM	Freedom Airlines
3288	RGO	Argo
3289	CIV	Civil Aviation Authority Of New Zealand
3290	CIS	Cis Express Ukraine, Ltd
3291	AMD	Aerolineas Medellin
3292	JBU	JetBlue
3293	BCF	BACH Flugbetriebs
3294	MBB	Air Manas
3295	UEJ	
3296	CPT	Corporate Air
3297	JPQ	Jett Paqueteria de C.V.
3298	API	Asa Pesada
3299	ACX	Air Charters
3300	MEN	Minskavia
3301	PET	Aerotransporte Petrolero
3302	RQA	Royale Airlines International
3303	WAS	Walsten Air Services
3304	DTE	Tamas Darida Enterprise
3305	JML	Taxi Aereo de Jimulco de C.V.
3306	MKS	Pimichikamac Air Ltd
3307	HLE	First Air
3308	AMU	Air Macau
3309	CRS	Comercial Aerea de C.V.
3310	JEM	Emerald Airways Limited
3311	MXC	Mexicargo de C.V.
3312	JAY	J & J Air Charters Ltd
3313	GZP	Gazpromavia
3314	AGO	AAC-Angola Air Charter Limited
3315	LHR	Al Ahram Aviation
3316	RCE	Aerocer
3317	NUN	Nunasi-central Airlines
3318	WOD	Woodgate Air Services
3319	EXA	Execaire
3320	FLE	
3321	FLB	Fly S.A. Linhas Aereas
3322	SMA	Sma Airlines
3323	GFL	Green Forest Lumber Ltd.
3324	TLP	Tulip Air
3325	ASQ	
3326	CPZ	Compass Airlines
3327	WSR	Canadian Helicopters
3328	SNE	Servicios Aereos Norte Sur de C.V.
3329	TRC	Trans Air Charter
3330	HRS	
3331	IGO	
3332	SIH	Skynet
3333	UKU	Second Sverdlovsk Air Enterprise
3334	NLF	Westair Aviation
3335	WLS	Williams Air
3336	KNZ	
3337	RVA	Raven Air
3338	BCS	European Air Transport
3339	YBE	Stewart Aviation Services
3340	IGS	Isle Grande Flying School
3341	AVW	Aviator
3342	XPG	Southport Aerospace Centre
3343	IEA	Intermediacion Aerea S.l., Compania Aerea
3344	ALM	Antilliaanse Luchtvaart Maatschappij
3345	DMC	Aerodinamica de Monterrey de C.V.
3346	SUZ	Premiair Charter Limited
3347	WON	
3348	PAV	Vip Avia
3349	ROO	Aeroitalia
3350	UGA	Uganda Airlines Corporation
3351	EUR	Eurojet
3352	CON	Conoco Phillips
3353	IAA	
3354	SFL	Southflight Aviation
3355	EWS	Enterprise World
3356	HIM	
3357	GDS	
3358	KSM	Kosmos
3359	MNB	MNG Airlines
3360	BPT	Bonus Aviation
3361	KUD	Kudu Air Services Limited
3362	SWO	Swiss World
3363	IRM	Mahan Air
3364	SPD	Sky Prime Aviation
3365	GCO	Gemini Air Cargo, Llc
3366	LRC	Lineas Aereas Costarricenses (LACSA)
3367	SSL	Air Sultan Limited
3368	SEJ	SpiceJet
3369	JIM	Sark International Airways
3370	CMX	Compania Mexicana de Taxis Aereos
3371	SUK	Superior Aviation Services
3372	FLS	Fairlines B.v.
3373	CDL	C C Air D/B/A US Airways Express
3374	PCF	Pacific Air Express
3375	BAR	Bradley Air (Charter) Services
3376	ANI	Air Atlantic
3377	VNX	
3378	ALN	Air Lincoln
3379	LOF	Trans States
3380	GCB	Lignes Nationales Aeriennes - Linacongo
3381	EDA	Exec Direct Aviation
3382	ITU	Intervuelos de C.V.
3383	CBD	Lockheed Martin Aeronautics
3384	IDX	Indonesia AirAsia X
3385	HRC	
3386	LCS	Leuchars
3387	TCF	Shuttle America
3388	ACJ	Avicon
3389	ITP	International Test Pilots School
3390	OXM	
3391	REY	Aero-Rey de C.V.
3392	NHA	Air Nove
3393	NAJ	North American Jet Charter Group, LLC
3394	BND	Bond Helicopters
3395	SSF	
3396	TEC	
3397	CSQ	IBC Airways
3398	JTC	Jets Corporativos de C.V.
3399	DRK	Drukair
3400	SGA	Air Saigon
3401	EVE	evelop!
3402	MEA	
3403	EXE	Executive Flight
3404	CKR	Crown Air Systems
3405	CXI	Corendon Airlines Europe
3406	RED	Comite International de La Croix-Rouge Red Cross
3407	HRN	Airwork
3408	LUX	Lincoln
3409	OVE	Aeromover de C.V.
3410	FMS	Hadison Aviation
3411	ASX	Air Special
3412	APH	Alpha Aviation
3413	KRT	Kokshetau Airline
3414	DSN	Desna
3415	WRF	Wright Air Service
3416	ABE	Arberia
3417	TGY	Trans Guyana Airways
3418	BEX	Benin Air Express
3419	AUA	Austrian Airlines
3420	PLZ	Planet
3421	CGH	Guizhou Airlines
3422	GRN	Grande Aviation
3423	TMP	Arizona Express
3424	BWA	
